Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
52373,Regarding the Pain of Others,Susan Sontag,"Sontag, Susan",,"=""0141012374""","=""9780141012377""",0,4.05,Penguin,Paperback,117,2004,2003,,2020/06/28,currently-reading,currently-reading (#2),currently-reading,,,,1,,,0,,,,,
23646773,She Commands Me and I Obey (Imperial Radch #0.6),Ann Leckie,"Leckie, Ann",,"=""""","=""""",4,3.77,Strange Horizons,ebook,25,2014,2014,2020/10/16,2020/08/28,,,read,,,,1,,,0,,,,,
22452306,Night's Slow Poison (Imperial Radch #0.5),Ann Leckie,"Leckie, Ann",,"=""""","=""""",3,3.59,tor.com,ebook,20,2014,2012,2020/10/15,2020/08/28,,,read,,,,1,,,0,,,,,
32051585,We Crossed a Bridge and It Trembled: Voices from Syria,Wendy Pearlman,"Pearlman, Wendy",,"=""0062654454""","=""9780062654458""",5,4.62,Custom House,ebook,352,2017,2017,2020/10/15,2020/09/13,,,read,,,,1,,,0,,,,,
52339313,Cemetery Boys,Aiden Thomas,"Thomas, Aiden",,"=""1250250463""","=""9781250250469""",0,4.49,Swoon Reads,Hardcover,352,2020,2020,,2020/10/14,to-read,to-read (#239),to-read,,,,0,,,0,,,,,
25526296,"Every Heart a Doorway (Wayward Children, #1)",Seanan McGuire,"McGuire, Seanan",,"=""0765385503""","=""9780765385505""",0,3.81,Tor.com,Hardcover,173,2016,2016,,2020/10/14,to-read,to-read (#238),to-read,,,,0,,,0,,,,,
29939230,"A Conjuring of Light (Shades of Magic, #3)",V.E. Schwab,"Schwab, V.E.",,"=""0765387468""","=""9780765387462""",0,4.34,Tor Books,Hardcover,624,2017,2017,,2020/10/14,to-read,to-read (#237),to-read,,,,0,,,0,,,,,
20764879,"A Gathering of Shadows (Shades of Magic, #2)",V.E. Schwab,"Schwab, V.E.",,"=""0765376474""","=""9780765376473""",0,4.26,Tor Books,Hardcover,512,2016,2016,,2020/10/14,to-read,to-read (#236),to-read,,,,0,,,0,,,,,
22055262,"A Darker Shade of Magic (Shades of Magic, #1)",V.E. Schwab,"Schwab, V.E.",,"=""0765376458""","=""9780765376459""",0,4.07,Tor Books,Hardcover,400,2015,2015,,2020/10/14,to-read,to-read (#235),to-read,,,,0,,,0,,,,,
50623864,The Invisible Life of Addie LaRue,V.E. Schwab,"Schwab, V.E.",,"=""0765387565""","=""9780765387561""",0,4.54,Tor Books,Hardcover,448,2020,2020,,2020/10/14,to-read,to-read (#234),to-read,,,,0,,,0,,,,,
25353286,Provenance,Ann Leckie,"Leckie, Ann",,"=""""","=""""",4,3.82,Orbit,Kindle Edition,481,2017,2017,2020/10/09,2020/08/28,,,read,"I love anything Ann Leckie and this was no different but this is the weakest book of her I have read so far.<br/>TLDR:<br/>The plot is action packed, the world rich but I feel the characters are lacking. They lack any real depth or even arc and some of them read different than they should.<br/><br/>The good:<br/>The worldbuilding is superb, Hwae feels like a real place, with geography, history, customs, language...I felt like I really was there in the world.<br/><br/>There is also a mayor point regarding belonging, (provenance) and the choice to live our lives. A point is made that we get to choose how important things are to us whether they have inherent value or not, even if they are fake, what they represent can still be valuable and worth protecting. The same happens with personal history, while we all have a past, we get to choose our own way and make pur own family if we so choose. Which leads me into the bad.<br/><br/><br/>The bad:<br/>The main character is Ingred a human from Hwae, regular human, NOT Radchaii, in fact the difference is brought up several times but she still reads like a Radchaii character, with the same way of seeing the world and reacting to it, except she is obsessed with serbat and not tea, but thats the only difference. <br/><br/>I felt like the rest of the characters had an interesting premise but they were never explored or developed, including Ingred and it feels so wrong. The relationships between the characters also lack development and cohesiveness and the jump from enemies to friends, or from friends to frenemies to associates,  with barely any explanation as to how or why. This is particularly glaring as the plot feels like its angling towards the “found family” trope (a favourite of mine) but doesn’t deliver because the relationships are weak and don’t feel impactful.<br/><br/>The character structure also skips some time between chapters which feels like a way to glare over some plot (holes?) and simply avoid giving an explanation.",,,1,,,0,,,,,
52375,Illness as Metaphor and AIDS and Its Metaphors,Susan Sontag,"Sontag, Susan",,"=""0312420137""","=""9780312420130""",0,3.97,Picador USA,Paperback,183,2001,1989,,2020/10/09,to-read,to-read (#233),to-read,,,,0,,,0,,,,,
51319852,The Scavenger Door (Finder Chronicles #3),Suzanne Palmer,"Palmer, Suzanne",,"=""""","=""""",0,0.0,DAW Books,,,2021,2021,,2020/10/09,to-read,to-read (#232),to-read,,,,0,,,0,,,,,
53005399,"Driving the Deep (Finder Chronicles, #2)",Suzanne Palmer,"Palmer, Suzanne",,"=""0756415063""","=""9780756415068""",0,4.43,DAW,Hardcover,432,2020,2020,,2020/10/09,to-read,to-read (#231),to-read,,,,0,,,0,,,,,
40796392,"Finder (Finder Chronicles, #1)",Suzanne Palmer,"Palmer, Suzanne",,"=""""","=""""",4,3.87,DAW,Kindle Edition,400,2019,2019,2020/10/06,2020/09/21,,,read,,,,1,,,0,,,,,
17465709,"Braiding Sweetgrass: Indigenous Wisdom, Scientific Knowledge, and the Teachings of Plants",Robin Wall Kimmerer,"Kimmerer, Robin Wall",,"=""1571313354""","=""9781571313355""",0,4.56,Milkweed Editions,Hardcover,391,2013,2013,,2020/10/06,to-read,to-read (#230),to-read,,,,0,,,0,,,,,
49003616,"A Beautifully Foolish Endeavor (The Carls, #2)",Hank Green,"Green, Hank",,"=""152474347X""","=""9781524743475""",0,4.36,Dutton,Hardcover,452,2020,2020,,2020/10/06,to-read,to-read (#229),to-read,,,,0,,,0,,,,,
24233708,"An Absolutely Remarkable Thing (The Carls, #1)",Hank Green,"Green, Hank",,"=""""","=""""",0,4.02,Dutton,Kindle Edition,343,2018,2018,,2020/10/06,to-read,to-read (#228),to-read,,,,0,,,0,,,,,
38657042,"Remember It!: The Names of People You Meet, All of Your Passwords, Where You Left Your Keys, and Everything Else You Tend to Forget",Nelson Dellis,"Dellis, Nelson","Adam Hayes, Sanjay Gupta","=""1419732560""","=""9781419732560""",0,4.16,Harry N. Abrams,Paperback,240,2018,,,2020/10/06,to-read,to-read (#227),to-read,,,,0,,,0,,,,,
49814228,"The Biggest Bluff: How I Learned to Pay Attention, Master Myself, and Win",Maria Konnikova,"Konnikova, Maria",,"=""052552262X""","=""9780525522621""",0,4.19,Penguin Press,Hardcover,368,2020,2020,,2020/10/06,to-read,to-read (#226),to-read,,,,0,,,0,,,,,
16718,"Gun, With Occasional Music",Jonathan Lethem,"Lethem, Jonathan",,"=""0156028972""","=""9780156028974""",0,3.77,Mariner Books,Paperback,271,2003,1994,,2020/10/05,to-read,to-read (#225),to-read,,,,0,,,0,,,,,
823467,"Facing Codependence: What It Is, Where It Comes from, How It Sabotages Our Lives",Pia Mellody,"Mellody, Pia","Andrea Wells Miller, J. Keith Miller","=""0062505890""","=""9780062505897""",2,4.09,HarperOne,Paperback,272,2003,1989,2020/10/03,2020/08/31,,,read,"A confirmation bias compendium. <br/>It has no real information, no statistics and no science. Reads like the diary of a flip floppy person who is trying to convince themselves and us that they are “doing the right thing” but never manages as they contradict themselves repeatedly on several instances.<br/><br/>The author stresses the importance of avoiding neglect and providing physical nurturing to children, so making the witholding of food a mayor problem only to say in the next chapter that it’s ok to let the child go hungry if they forget their lunch because it’s discipline.<br/><br/>The same goes for spanking. Huge importance is given to the fact that some ways of hitting are worse for the shame they create than for the actual pain occasioned but the author then goes on to say that light spanking (up to a certain age) and slapping children on the head are an ok way to discipline them. <br/><br/>Mostly nonsensical “spiritual but not religious” new age bs.<br/><br/>I give it 2 stars because at least it has taught me the value of consistency and the consequences of the lack thereof<br/><br/>",,,1,,,0,,,,,
42036538,Gideon the Ninth (The Locked Tomb #1),Tamsyn Muir,"Muir, Tamsyn",,"=""1250313198""","=""9781250313195""",0,4.20,Tor,Hardcover,448,2019,2019,,2020/09/29,to-read,to-read (#224),to-read,,,,0,,,0,,,,,
40745,Mindset: The New Psychology of Success,Carol S. Dweck,"Dweck, Carol S.",,"=""""","=""""",0,4.06,Random House,Hardcover,276,2006,2006,,2020/09/29,to-read,to-read (#223),to-read,,,,0,,,0,,,,,
30637944,Arduino Project Handbook: 25 Practical Projects to Get You Started,Mark Geddes,"Geddes, Mark",,"=""""","=""""",0,4.33,No Starch Press,Kindle Edition,273,2016,,,2020/09/28,to-read,to-read (#222),to-read,,,,0,,,0,,,,,
15941487,Arduino For Dummies,John Nussey,"Nussey, John",,"=""1118446372""","=""9781118446379""",0,3.93,For Dummies,Paperback,438,2013,2013,,2020/09/28,to-read,to-read (#221),to-read,,,,0,,,0,,,,,
55147226,Agile: All You Need to Know about Agile Software Development. Team and Project Management using Scrum.,Alex Campbell,"Campbell, Alex",,"=""""","=""9798672282909""",4,4.00,,Paperback,,2020,,2020/09/27,2020/09/19,,,read,,,,1,,,0,,,,,
78428,Your Money or Your Life,Vicki Robin,"Robin, Vicki",Joe Dominguez,"=""0140286780""","=""9780140286786""",0,4.07,Penguin Books,Paperback,400,1999,1992,,2020/09/25,to-read,to-read (#220),to-read,,,,0,,,0,,,,,
39395857,The Raven Tower,Ann Leckie,"Leckie, Ann",,"=""0356506991""","=""9780356506999""",5,3.94,Orbit,Hardcover,416,2019,2019,2020/09/22,2020/08/28,,,read,"Another amazing book from Ann Leckie.<br/><br/>Another wise narrator that looks on to events, pretty similar to the Imperial Rach trilogy, but on a high fantasy setting.<br/><br/>The narrative follows two arcs, a human and a divine one, and they intermingle in the most exquisite of thrillers. High on intrigue and mystery, you never really know what is going to happen or what the narrator intends, right up to the end.<br/><br/>Couldn’t put it down, the tempo is great and it never really looses pace but there is a definite acceleration towards the end aiming to the finale.<br/><br/>It has fairly closed ending. Ann Leckie could still write about this universe but the ending was very satifying.",,,1,,,0,,,,,
13593973,Captive Audience: The Telecom Industry and Monopoly Power in the New Gilded Age,Susan P. Crawford,"Crawford, Susan P.",,"=""0300153139""","=""9780300153132""",0,3.85,Yale University Press,Hardcover,368,2013,2013,,2020/09/21,to-read,to-read (#219),to-read,,,,0,,,0,,,,,
43852758,How To: Absurd Scientific Advice for Common Real-World Problems,Randall Munroe,"Munroe, Randall",,"=""0525537090""","=""9780525537090""",0,4.18,Riverhead Books,Hardcover,320,2019,2019,,2020/09/21,to-read,to-read (#218),to-read,,,,0,,,0,,,,,
21413662,What If? Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,"Munroe, Randall",,"=""0544272994""","=""9780544272996""",0,4.14,Houghton Mifflin Harcourt,Hardcover,303,2014,2014,,2020/09/21,to-read,to-read (#217),to-read,,,,0,,,0,,,,,
52767659,The End of Everything (Astrophysically Speaking),Katie  Mack,"Mack, Katie",,"=""198210354X""","=""9781982103545""",0,4.34,Scribner,Hardcover,240,2020,2020,,2020/09/21,to-read,to-read (#216),to-read,,,,0,,,0,,,,,
52117860,The Future We Choose: Surviving the Climate Crisis,Christiana Figueres,"Figueres, Christiana",Tom Rivett-Carnac,"=""0525658351""","=""9780525658351""",0,4.25,Knopf Publishing Group,Hardcover,240,2020,2020,,2020/09/19,to-read,to-read (#215),to-read,,,,0,,,0,,,,,
53081232,Don't Be Evil: How Big Tech Betrayed Its Founding Principles -- and All of Us,Rana Foroohar,"Foroohar, Rana",,"=""""","=""""",0,3.95,Currency,Kindle Edition,328,2019,,,2020/08/14,"to-read, modern-tech","to-read (#190), modern-tech (#4)",to-read,,,,0,,,0,,,,,
26195941,The Age of Surveillance Capitalism: The Fight for a Human Future at the New Frontier of Power,Shoshana Zuboff,"Zuboff, Shoshana",,"=""1610395697""","=""9781610395694""",0,4.07,PublicAffairs,Hardcover,691,2019,2018,,2020/09/17,"to-read, modern-tech","to-read (#210), modern-tech (#3)",to-read,,,,0,,,0,,,,,
40993344,Automating Humanity,Joe Toscano,"Toscano, Joe",,"=""1576879208""","=""9781576879207""",0,3.62,powerHouse Books,Hardcover,288,2018,,,2020/09/19,"to-read, modern-tech","to-read (#213), modern-tech (#2)",to-read,,,,0,,,0,,,,,
28186015,Weapons of Math Destruction: How Big Data Increases Inequality and Threatens Democracy,Cathy O'Neil,"O'Neil, Cathy",,"=""0553418815""","=""9780553418811""",0,3.87,Crown,Hardcover,259,2016,2016,,2020/09/19,"to-read, modern-tech","to-read (#214), modern-tech (#1)",to-read,,,,0,,,0,,,,,
43521657,The Ten Thousand Doors of January,Alix E. Harrow,"Harrow, Alix E.",,"=""0316421995""","=""9780316421997""",4,4.09,Redhook,Hardcover,374,2019,2019,2020/08/30,2020/08/24,reading-club,reading-club (#2),read,"A more grown up version of Narnia. The adventures of a girl that finds a door to another world, and all the ensuing hijinks.<br/><br/>I like January, she is a fairly believable protagonist, which means she is not always heroic, or right, she just improvises her way through life.<br/>Her adventures are entertaining enough but I can’t help but feel as If I have read a book and its sequel all in one. Some might find the cyclic narrative amusing but I though it was uninspired. Can’t be mad about it anyway, page 33 warns us that “every story is a love story, if you catch it at the right moment” so its not surprising that we get not just one, but two love stories.<br/><br/>I guess this is what irks me a lot about this book, both love stories are about two random people who fall in love after not having spoken 5 sentences and the book just assumes this is enough motivation in which to hinge the plot and move the story forward. It isn’t.<br/><br/>On that same note, several characters repeatedly dismiss the love and bonds formed over 22 years of living together as a simple “get over it Jane” and this loss is only ever adressed at the very end of the book as a closing afterthought that feels utterly unsatisfying.<br/><br/>I guess self-improvement is not a straight road.<br/><br/>The book does a good job of depicting prejudice and racism and the barriers that those bring, as well as full on adressing white privilege, its add a level of grounding to a novel sometimes all to preoccupied with fantasy to be relatable any other way.<br/><br/>Look, its a quick simple read, not the greates book ever, far from the worst. Very basic plane jane fantasy book.",,,1,,,0,,,,,
27213329,Grit: The Power of Passion and Perseverance,Angela Duckworth,"Duckworth, Angela",,"=""1443442313""","=""9781443442312""",0,4.09,Collins,Hardcover,277,2016,2016,,2020/09/17,to-read,to-read (#212),to-read,,,,0,,,0,,,,,
44442944,"No Self, No Problem: How Neuropsychology Is Catching Up to Buddhism",Chris Niebauer,"Niebauer, Chris",,"=""1938289978""","=""9781938289972""",0,4.25,Hierophant Publishing,Paperback,192,2019,,,2020/09/17,to-read,to-read (#211),to-read,,,,0,,,0,,,,,
16248196,The Art of Thinking Clearly,Rolf Dobelli,"Dobelli, Rolf",อรพิน ผลพนิชรัศมี,"=""0062219685""","=""9780062219688""",0,3.86,Harper,Hardcover,384,2013,2011,,2020/09/16,to-read,to-read (#209),to-read,,,,0,,,0,,,,,
40102,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316010669""","=""9780316010665""",0,3.94,Back Bay Books,Paperback,296,2007,2005,,2020/09/16,to-read,to-read (#208),to-read,,,,0,,,0,,,,,
2173611,"House of Many Ways (Howl's Moving Castle, #3)",Diana Wynne Jones,"Jones, Diana Wynne",,"=""0061477958""","=""9780061477959""",0,4.05,Greenwillow Books,Hardcover,404,2008,2008,,2020/09/15,to-read,to-read (#207),to-read,,,,0,,,0,,,,,
47520,"Castle in the Air (Howl's Moving Castle, #2)",Diana Wynne Jones,"Jones, Diana Wynne",,"=""0064473457""","=""9780064473453""",0,3.90,Greenwillow Books,Mass Market Paperback,298,2001,1990,,2020/09/15,to-read,to-read (#206),to-read,,,,0,,,0,,,,,
6294,"Howl's Moving Castle (Howl's Moving Castle, #1)",Diana Wynne Jones,"Jones, Diana Wynne",,"=""006441034X""","=""9780064410342""",5,4.26,Harper Trophy,Mass Market Paperback,329,2001,1986,2020/09/15,2020/08/25,,,read,"I’ve watched the movie like a thousand times but had not yet read the book and what treat it has been.<br/><br/>While the movie follows a lot of the book, the book gets deeper into Howl’s and Calcifers relationship as well as spotlighting other characters that the movie waves away like Michael and Lettie.<br/><br/>I was NOT at all expecting the portal to our world, which in the book is drastically different than in the movie and that’s all I will say about it.<br/><br/>This book has surprised me in the best way possible",,,1,,,0,,,,,
42635061,Lea este libro si desea tomar buenas fotografías (2018),Henry Carroll,"Carroll, Henry",,"=""8417492208""","=""9788417492205""",5,4.21,,Paperback,,,2014,2020/09/12,2020/09/06,,,read,"Consejos y explicaciones prácticas para conseguir los efectos que queres.<br/>No hay explicaciones técnicas, no te va a explicar los diferentes tamaños de sensores o modos de colores por ejemplo, pero es un muy buen libro para empezar a manejar la cámara y sacarle provecho",,,1,,,0,,,,,
45185830,"Salesforce For Dummies, 7th Edition",Liz Kao,"Kao, Liz",Jon Paz,"=""1119576326""","=""9781119576327""",0,3.56,For Dummies,Paperback,416,2019,,,2020/09/12,currently-reading,currently-reading (#1),currently-reading,,,,1,,,0,,,,,
43722897,The Art of Statistics: How to Learn from Data,David Spiegelhalter,"Spiegelhalter, David",,"=""1541618513""","=""9781541618510""",0,4.18,Basic Books,Hardcover,448,2019,2019,,2020/09/12,to-read,to-read (#205),to-read,,,,0,,,0,,,,,
25125129,El método Lean Startup,Eric Ries,"Ries, Eric",,"=""842340949X""","=""9788423409495""",4,4.09,Ediciones Deusto,Paperback,320,2012,2011,2020/09/12,2020/09/09,,,read,,,,1,,,0,,,,,
20613511,On Immunity: An Inoculation,Eula Biss,"Biss, Eula",,"=""1555976891""","=""9781555976897""",0,3.90,Graywolf Press,Hardcover,205,2014,2014,,2020/09/10,to-read,to-read (#204),to-read,,,,0,,,0,,,,,
55055962,Baiser après #Metoo: Lettres à nos amants foireux,Ovidie,"Ovidie, Ovidie",Diglee,"=""2501133188""","=""9782501133180""",0,4.33,MARAbulles,Hardcover,128,2020,,,2020/09/10,to-read,to-read (#203),to-read,,,,0,,,0,,,,,
41795733,Range: Why Generalists Triumph in a Specialized World,David   Epstein,"Epstein, David",,"=""0735214484""","=""9780735214484""",0,4.17,Riverhead Books,Hardcover,352,2019,2019,,2020/09/09,to-read,to-read (#202),to-read,,,,0,,,0,,,,,
18528038,Faces in the Crowd,Valeria Luiselli,"Luiselli, Valeria",Christina MacSweeney,"=""1566893542""","=""9781566893541""",4,3.66,Coffee House Press,Paperback,146,2014,2011,2020/09/06,2020/08/13,,,read,,,,1,,,0,,,,,
43785830,Will My Cat Eat My Eyeballs? Big Questions from Tiny Mortals About Death,Caitlin Doughty,"Doughty, Caitlin",Dianné Ruz,"=""039365270X""","=""9780393652703""",0,4.15,W. W. Norton  Company,Hardcover,222,2019,2019,,2020/09/02,to-read,to-read (#201),to-read,,,,0,,,0,,,,,
36510722,Gods of Jade and Shadow,Silvia Moreno-Garcia,"Moreno-Garcia, Silvia",,"=""""","=""""",0,3.90,Del Rey,Hardcover,338,2019,2019,,2020/09/02,to-read,to-read (#200),to-read,,,,0,,,0,,,,,
368593,The 4-Hour Workweek,Timothy Ferriss,"Ferriss, Timothy",,"=""0307353133""","=""9780307353139""",0,3.89,Harmony Books,ebook,308,2007,2007,,2020/08/31,to-read,to-read (#199),to-read,,,,0,,,0,,,,,
37534895,"The Long Price Quartet: The Complete Quartet (a Shadow in Summer, a Betrayal in Winter, an Autumn War, the Price of Spring)",Daniel Abraham,"Abraham, Daniel",,"=""1250186587""","=""9781250186584""",0,4.32,Tor Books,Paperback,976,2018,,,2020/08/28,to-read,to-read (#198),to-read,,,,0,,,0,,,,,
118287,The Body in Pain: The Making and Unmaking of the World,Elaine Scarry,"Scarry, Elaine",,"=""0195049969""","=""9780195049961""",2,4.14,"Oxford University Press, USA",Paperback,385,1987,1985,2020/08/26,2020/06/18,"academic, se-puede-ser-mas-heavy","academic (#26), se-puede-ser-mas-heavy (#3)",read,"This book can be understood in two halves, the first one is the one that really focuses on the ""pain"" part of the book, the second part focuses more on how the body acts and is acted upon and self actualized by humans and their societies.<br/><br/>I loved the first part, I struggled through the second, mostly because it starts to delve deep into Hebrew scriptures and Marxism, and while it does and ok job of explaining the context, I felt a bit lost at times, like I was missing knowledge in these areas to fully understand the authors argument (in my case, I'm pretty indifferent to religion so that part got me like wut??)<br/><br/>It's certainly an interesting book that brings about a different point of view of pain and how we use it, both in war and torture and how we talk about it, it simply fails to keep the momentum built into the first part.<br/><br/>It's also a bit overwritten, both because of the highly academic language and because there are points that could have been made and explained in 20 pages that the author insists on dragging over 70, and makes it feel repetitive at times.<br/><br/>Overall, I don't regret reading this book, but it took a good chunk of willpower to get through the second part.",,,1,,,0,,,,,
18482790,The Pomodoro Technique,Francesco Cirillo,"Cirillo, Francesco",,"=""3981567900""","=""9783981567908""",4,3.72,FC Garage GmbH,Hardcover,128,2013,2006,2020/08/25,2020/08/22,,,read,"Short, sweet and to the point. Has a lot of examples on how to track time and its benefits. Delves on the practical and not the theoretical, which I love.<br/><br/>Will do my best to implement the technique",,,1,,,0,,,,,
50548197,"A Deadly Education (The Scholomance, #1)",Naomi Novik,"Novik, Naomi",,"=""0593128486""","=""9780593128480""",0,4.22,Del Rey Books,Hardcover,336,2020,2020,,2020/08/25,to-read,to-read (#197),to-read,,,,0,,,0,,,,,
43176861,Space Struck,Paige Lewis,"Lewis, Paige",,"=""1946448443""","=""9781946448446""",5,4.06,Sarabande Books,Paperback,72,2019,2019,2020/08/22,2020/08/13,"poetry, reading-club, must","poetry (#1), reading-club (#1), must (#8)",read,"I don't read a lot of poetry, but I feel like this compilation is fine for anyone getting into it.<br/>Some of the verses hit me hard, right in the feels you might say, ""A miracle is anything that god forgot to forbid"" or ""every experience seems both urgent and unnatural"".<br/><br/>I had some difficulties with some of the religious references in the poems, not being well versed in religion myself, but the references are subtle and you don't need to get all of them to understand what is being conveyed, besided, the poems are beautiful anyway, and they feel fresh and new and relevant and dare I say, ""woke"".<br/><br/>Some deal with some heavy issues but modern and pressing even today.<br/><br/>I recommend this, if you want to try your luck with poetry, maybe you will like it, maybe you won't, but it's short and sweet and you loose nothing in trying.",,,1,,Life's Library reading club,0,,,,,
76479,A Field Guide to Getting Lost,Rebecca Solnit,"Solnit, Rebecca",,"=""0143037242""","=""9780143037248""",0,3.94,Penguin Books,Paperback,209,2006,2005,,2020/08/22,to-read,to-read (#196),to-read,,,,0,,,0,,,,,
5040579,"Why We Make Mistakes: How We Look Without Seeing, Forget Things in Seconds, and Are All Pretty Sure We Are Way Above Average",Joseph T. Hallinan,"Hallinan, Joseph T.",,"=""0767928059""","=""9780767928052""",0,3.91,Broadway,Hardcover,221,2009,2009,,2020/08/22,to-read,to-read (#195),to-read,,,,0,,,0,,,,,
19103097,"The Magician's Land (The Magicians, #3)",Lev Grossman,"Grossman, Lev",,"=""""","=""""",0,4.13,Plume,Kindle Edition,402,2014,2014,,2020/08/19,to-read,to-read (#194),to-read,,,,0,,,0,,,,,
10079321,"The Magician King (The Magicians, #2)",Lev Grossman,"Grossman, Lev",,"=""043402080X""","=""9780434020805""",0,3.91,William Heinemann,Paperback,400,2011,2011,,2020/08/19,to-read,to-read (#193),to-read,,,,0,,,0,,,,,
6101718,"The Magicians (The Magicians, #1)",Lev Grossman,"Grossman, Lev",,"=""0670020559""","=""9780670020553""",0,3.52,Viking,Hardcover,402,2009,2009,,2020/08/19,to-read,to-read (#192),to-read,,,,0,,,0,,,,,
9777,The God of Small Things,Arundhati Roy,"Roy, Arundhati","Claude Demanuelli, Barbara Auer, Diana Quick, Luana Stoica, Donada  Peters, Josep Julià Ballbé","=""0679457313""","=""9780679457312""",0,3.94,Random House,Hardcover,340,1997,1997,,2020/08/14,to-read,to-read (#191),to-read,,,,0,,,0,,,,,
341631,"After the Ecstasy, the Laundry: How the Heart Grows Wise on the Spiritual Path",Jack Kornfield,"Kornfield, Jack",,"=""0553378295""","=""9780553378290""",0,4.04,Bantam,Paperback,336,2001,2000,,2020/08/01,to-read,to-read (#189),to-read,,,,0,,,0,,,,,
333794,Beyond Fear: Thinking Sensibly about Security in an Uncertain World,Bruce Schneier,"Schneier, Bruce",,"=""0387026207""","=""9780387026206""",0,4.02,Copernicus Books,Hardcover,296,2006,2003,,2020/08/01,to-read,to-read (#188),to-read,,,,0,,,0,,,,,
13748038,Addiction by Design: Machine Gambling in Las Vegas,Natasha Dow Schüll,"Schüll, Natasha Dow",,"=""0691127557""","=""9780691127552""",0,4.08,Princeton University Press,Hardcover,442,2012,2012,,2019/11/05,to-read,to-read (#187),to-read,,,,0,,,0,,,,,
53397404,The Conspiracy Theory Handbook,Stephan Lewandowsky,"Lewandowsky, Stephan",John Cook,"=""""","=""""",0,4.25,,ebook,12,2020,,,2020/07/20,to-read,to-read (#186),to-read,,,,0,,,0,,,,,
42100245,ZEN 1009103,Manuela Dunn Mascetti,"Mascetti, Manuela Dunn",,"=""3822816787""","=""9783822816783""",3,3.00,EVERGREEN,Paperback,,,,2020/07/17,2020/07/17,,,read,"This book is a compilation of haikus, roan and fables from masters of old Zen. It is visually appealing and beatiful to read, but empty pf meaning or structure. Granted, because Zen is to be experienced and cannot be taugh in books, the work of writting books about it os difficult. But even the works compiled here are displayed in such a way that they don’t form a coherent narrative, rather it is all a jumbled mess of beautiful poems with no intention of furthering zen or the understanding of it.<br/><br/>It is really pretty and the illustrations are nice",,,1,,,0,,,,,
18248613,"Warm Up  (Villains, #0.5)",V.E. Schwab,"Schwab, V.E.",Victoria Schwab,"=""""","=""""",0,3.82,Tor Books,Kindle Edition,15,2013,2013,,2020/07/14,to-read,to-read (#185),to-read,,,,0,,,0,,,,,
64369,Mindfulness in Plain English,Henepola Gunaratana,"Gunaratana, Henepola",,"=""0861713214""","=""9780861713219""",0,4.17,Wisdom Publications,Paperback,208,1996,1992,,2020/07/14,to-read,to-read (#184),to-read,,,,0,,,0,,,,,
361459,An Unquiet Mind: A Memoir of Moods and Madness,Kay Redfield Jamison,"Jamison, Kay Redfield",,"=""0679763309""","=""9780679763307""",0,4.05,Vintage,Paperback,223,1996,1995,,2020/07/14,to-read,to-read (#183),to-read,,,,0,,,0,,,,,
17331360,The Art of Communicating,Thich Nhat Hanh,"Hanh, Thich Nhat",,"=""0062224689""","=""9780062224682""",0,4.06,HarperOne,ebook,176,2013,2013,,2020/07/14,to-read,to-read (#182),to-read,,,,0,,,0,,,,,
514210,The Way of Zen,Alan W. Watts,"Watts, Alan W.",,"=""0375705104""","=""9780375705106""",0,4.15,Vintage,Paperback,236,1999,1957,,2020/07/14,to-read,to-read (#181),to-read,,,,0,,,0,,,,,
806341,The Power Of Mindfulness (Mindfulness Series 3),Nyanaponika Thera,"Thera, Nyanaponika",,"=""0913300020""","=""9780913300022""",0,3.76,,,,,,,2020/07/14,to-read,to-read (#180),to-read,,,,0,,,0,,,,,
973368,The Noble Eightfold Path: Way to the End of Suffering,Bhikkhu Bodhi,"Bodhi, Bhikkhu",,"=""192870607X""","=""9781928706076""",5,4.41,BPS Pariyatti Editions,Paperback,133,2006,1994,2020/07/14,2020/06/15,,,read,,,,1,,,0,,,,,
32186143,"The Lady of the Lake (The Witcher, #5)",Andrzej Sapkowski,"Sapkowski, Andrzej",,"=""""","=""""",5,4.18,Orbit,Kindle Edition,560,2017,1999,2020/07/08,2020/06/30,,,read,,,,1,,,0,,,,,
213743,How to Practice: The Way to a Meaningful Life,Dalai Lama XIV,"XIV, Dalai Lama",,"=""0743453360""","=""9780743453363""",0,4.07,Atria Books,Paperback,240,2003,2002,,2020/07/07,to-read,to-read (#179),to-read,,,,0,,,0,,,,,
7247854,"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",Sam Kean,"Kean, Sam",,"=""0316051640""","=""9780316051644""",0,3.91,"Little, Brown and Company",Hardcover,394,2010,2010,,2020/07/06,to-read,to-read (#178),to-read,,,,0,,,0,,,,,
